cisi_number,site,inscription,role_pattern,avg_confidence,has_classifier_prefix,has_case_marker_suffix,contains_m059,length,iconography
M-0473,Mohenjo-daro,M062 M215 M125 M162 M099,CLASSIFIER → UNK → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.544,True,False,False,5,zebu bull
M-0474,Mohenjo-daro,M233 M390 M267,WEAK_CASE_MARKER → UNK → RELATIONAL_MARKER,0.425,False,False,False,3,unicorn
M-0475,Mohenjo-daro,M067 M336 M162 M233 M051 M087,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.559,True,False,False,6,rhinoceros
M-0476,Mohenjo-daro,M125 M391 M162 M267 M099 M342 M125,WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.588,False,True,False,7,zebu bull
M-0477,Mohenjo-daro,M081 M367 M190 M065 M293,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.528,True,False,False,5,buffalo
M-0478,Mohenjo-daro,M067 M267 M342 M342 M176 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.613,True,False,False,6,rhinoceros
M-0479,Mohenjo-daro,M051 M345 M209 M336 M293,RELATIONAL_MARKER → CORE_ENTITY → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.358,False,False,False,5,elephant
M-0480,Mohenjo-daro,M030 M048 M162 M099 M342 M089,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.564,True,False,False,6,rhinoceros
M-0481,Mohenjo-daro,M089 M328 M089 M367,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.477,False,False,False,4,zebu bull
M-0482,Mohenjo-daro,M367 M380 M048,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.313,False,False,False,3,zebu bull
M-0483,Mohenjo-daro,M089 M059,RELATIONAL_MARKER → HUB_AUTHORITY,0.734,False,False,True,2,zebu bull
M-0484,Mohenjo-daro,M057 M194 M059 M336,CLASSIFIER → UNK → HUB_AUTHORITY → RELATIONAL_MARKER,0.57,True,False,True,4,zebu bull
M-0485,Mohenjo-daro,M060 M328 M048 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.631,True,True,False,4,rhinoceros
M-0486,Mohenjo-daro,M031 M211 M220,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.746,True,True,False,3,tiger
M-0487,Mohenjo-daro,M017 M176 M048,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.607,True,False,False,3,rhinoceros
M-0488,Mohenjo-daro,M027 M267 M099 M176 M128 M267 M233 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → WEAK_CASE_MARKER → WEAK_CASE_MARKER,0.615,True,True,False,8,zebu bull
M-0489,Mohenjo-daro,M045 M293 M367 M087 M373 M249,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → CASE_MARKER,0.545,True,True,False,6,elephant
M-0490,Mohenjo-daro,M027 M342 M176 M099 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.592,True,False,False,5,unicorn
M-0491,Mohenjo-daro,M328 M125 M328 M267 M125,RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.598,False,True,False,5,unicorn
M-0492,Mohenjo-daro,M062 M350 M328 M059,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → HUB_AUTHORITY,0.73,True,False,True,4,zebu bull
M-0493,Mohenjo-daro,M021 M402 M087 M336 M342,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.554,True,False,False,5,script only
M-0494,Mohenjo-daro,M081 M267 M099 M267 M389 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.504,True,False,False,6,unicorn
M-0495,Mohenjo-daro,M026 M245 M099 M387 M279 M051,CLASSIFIER → UNK → RELATIONAL_MARKER → UNK → UNK → RELATIONAL_MARKER,0.304,True,False,False,6,unicorn
M-0496,Mohenjo-daro,M048 M267 M099 M342 M328 M267 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.605,False,False,True,7,buffalo
M-0497,Mohenjo-daro,M049 M367,CLASSIFIER → RELATIONAL_MARKER,0.611,True,False,False,2,zebu bull
M-0498,Mohenjo-daro,M035 M328 M125 M211,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.636,True,False,False,4,buffalo
M-0499,Mohenjo-daro,M089 M328,RELATIONAL_MARKER → RELATIONAL_MARKER,0.481,False,False,False,2,unicorn
M-0500,Mohenjo-daro,M028 M099 M342 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.608,True,False,False,4,script only
M-0501,Mohenjo-daro,M079 M342 M176 M099 M342 M355 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.59,True,False,False,7,unicorn
M-0502,Mohenjo-daro,M087 M342 M177 M293 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.522,False,False,False,5,unicorn
M-0503,Mohenjo-daro,M048 M320 M176 M099 M118 M342 M391,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.377,False,False,False,7,buffalo
M-0504,Mohenjo-daro,M053 M162,CLASSIFIER → RELATIONAL_MARKER,0.657,True,False,False,2,zebu bull
M-0505,Mohenjo-daro,M014 M233,CLASSIFIER → WEAK_CASE_MARKER,0.758,True,True,False,2,unicorn
M-0506,Mohenjo-daro,M062 M233 M267 M089 M336,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.633,True,False,False,5,zebu bull
M-0507,Mohenjo-daro,M062 M087 M125,CLASSIFIER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.711,True,True,False,3,zebu bull
M-0508,Mohenjo-daro,M211 M087,RELATIONAL_MARKER → RELATIONAL_MARKER,0.476,False,False,False,2,unicorn
M-0509,Mohenjo-daro,M065 M059 M312 M267 M328,RELATIONAL_MARKER → HUB_AUTHORITY → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.503,False,False,True,5,zebu bull
M-0510,Mohenjo-daro,M027 M367,CLASSIFIER → RELATIONAL_MARKER,0.639,True,False,False,2,unicorn
M-0511,Mohenjo-daro,M055 M099 M342 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.65,True,True,False,4,zebu bull
M-0512,Mohenjo-daro,M059 M211,HUB_AUTHORITY → RELATIONAL_MARKER,0.75,False,False,True,2,unicorn
M-0513,Mohenjo-daro,M030 M162 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.597,True,False,False,3,unicorn
M-0514,Mohenjo-daro,M047 M176 M059 M342,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.722,True,False,True,4,unicorn
M-0515,Mohenjo-daro,M008 M089 M048 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.63,True,True,False,4,unicorn
M-0516,Mohenjo-daro,M011 M051,CLASSIFIER → RELATIONAL_MARKER,0.62,True,False,False,2,zebu bull
M-0517,Mohenjo-daro,M030 M210 M051,CLASSIFIER → UNK → RELATIONAL_MARKER,0.427,True,False,False,3,elephant
M-0518,Mohenjo-daro,M074 M404 M089 M145 M233,CLASSIFIER → UNK → RELATIONAL_MARKER → UNK → WEAK_CASE_MARKER,0.383,True,True,False,5,tiger
M-0519,Mohenjo-daro,M021 M201 M324 M267 M211 M401 M387 M342,CLASSIFIER → UNK → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER,0.365,True,False,False,8,script only
M-0520,Mohenjo-daro,M039 M391 M249,CLASSIFIER → RELATIONAL_MARKER → CASE_MARKER,0.747,True,True,False,3,elephant
M-0521,Mohenjo-daro,M059 M267 M211,HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.687,False,False,True,3,unicorn
M-0522,Mohenjo-daro,M009 M059 M162,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER,0.757,True,False,True,3,zebu bull
M-0523,Mohenjo-daro,M021 M381 M059 M125,CLASSIFIER → UNK → HUB_AUTHORITY → WEAK_CASE_MARKER,0.627,True,True,True,4,script only
M-0524,Mohenjo-daro,M036 M211 M267 M099 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.621,True,True,False,5,elephant
M-0525,Mohenjo-daro,M063 M211 M342 M267 M176 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.586,True,False,False,6,unicorn
M-0526,Mohenjo-daro,M059 M101 M249,HUB_AUTHORITY → UNK → CASE_MARKER,0.649,False,True,True,3,unicorn
M-0527,Mohenjo-daro,M013 M012,CLASSIFIER → RELATIONAL_MARKER,0.673,True,False,False,2,unicorn
M-0528,Mohenjo-daro,M012 M336 M059,RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY,0.641,False,False,True,3,rhinoceros
M-0529,Mohenjo-daro,M035 M328 M267 M099 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.632,True,True,False,5,script only
M-0530,Mohenjo-daro,M061 M391 M048 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.573,True,False,False,4,unicorn
M-0531,Mohenjo-daro,M233 M059 M328,WEAK_CASE_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.736,False,False,True,3,script only
M-0532,Mohenjo-daro,M006 M099 M263 M342 M162,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.482,True,False,False,5,rhinoceros
M-0533,Mohenjo-daro,M079 M224 M319 M233,CLASSIFIER → UNK → UNK → WEAK_CASE_MARKER,0.404,True,True,False,4,geometric
M-0534,Mohenjo-daro,M053 M099 M342 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.675,True,True,False,4,buffalo
M-0535,Mohenjo-daro,M003 M267 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.628,True,False,False,3,zebu bull
M-0536,Mohenjo-daro,M004 M332 M065,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.578,True,False,False,3,unicorn
M-0537,Mohenjo-daro,M082 M342 M099 M220,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.691,True,True,False,4,unicorn
M-0538,Mohenjo-daro,M029 M267 M059 M176 M176,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.672,True,False,True,5,elephant
M-0539,Mohenjo-daro,M006 M362 M059 M233 M293,CLASSIFIER → UNK → HUB_AUTHORITY → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.596,True,False,True,5,unicorn
M-0540,Mohenjo-daro,M081 M342 M099 M162,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.596,True,False,False,4,script only
M-0541,Mohenjo-daro,M057 M283 M065,CLASSIFIER → UNK → RELATIONAL_MARKER,0.426,True,False,False,3,zebu bull
M-0542,Mohenjo-daro,M035 M342 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.632,True,False,False,3,elephant
M-0543,Mohenjo-daro,M050 M365 M220,CLASSIFIER → CORE_ENTITY → CASE_MARKER,0.705,True,True,False,3,script only
M-0544,Mohenjo-daro,M017 M051,CLASSIFIER → RELATIONAL_MARKER,0.641,True,False,False,2,zebu bull
M-0545,Mohenjo-daro,M027 M125 M342 M342 M249,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.734,True,True,False,5,script only
M-0546,Mohenjo-daro,M044 M176 M390 M162 M099 M391 M089,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.48,True,False,False,7,elephant
M-0547,Mohenjo-daro,M043 M336 M342 M059 M163 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY → CORE_ENTITY → WEAK_CASE_MARKER,0.645,True,True,True,6,gharial
M-0548,Mohenjo-daro,M038 M265 M267 M328 M012 M367,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.465,True,False,False,6,script only
M-0549,Mohenjo-daro,M367 M265 M267 M099,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.398,False,False,False,4,unicorn
M-0550,Mohenjo-daro,M020 M249,CLASSIFIER → CASE_MARKER,0.882,True,True,False,2,unicorn
M-0551,Mohenjo-daro,M046 M328 M367 M220,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.659,True,True,False,4,script only
M-0552,Mohenjo-daro,M052 M233,CLASSIFIER → WEAK_CASE_MARKER,0.794,True,True,False,2,unicorn
M-0553,Mohenjo-daro,M048 M185 M324 M211 M305,RELATIONAL_MARKER → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER → CASE_MARKER,0.476,False,True,False,5,zebu bull
M-0554,Mohenjo-daro,M293 M284 M342 M342 M295 M089 M342 M293,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.465,False,False,False,8,unicorn
M-0555,Mohenjo-daro,M020 M342 M176 M099 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.623,True,False,False,5,elephant
M-0556,Mohenjo-daro,M045 M293 M012,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.618,True,False,False,3,elephant
M-0557,Mohenjo-daro,M068 M336 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.557,True,False,False,3,rhinoceros
M-0558,Mohenjo-daro,M063 M328 M342 M176 M051,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.584,True,False,False,5,script only
M-0559,Mohenjo-daro,M073 M328,CLASSIFIER → RELATIONAL_MARKER,0.705,True,False,False,2,zebu bull
M-0560,Mohenjo-daro,M267 M099 M342 M328 M293,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.54,False,False,False,5,unicorn
M-0561,Mohenjo-daro,M030 M343 M176 M220 M140 M211 M367,CLASSIFIER → UNK → RELATIONAL_MARKER → CASE_MARKER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER,0.469,True,False,False,7,script only
M-0562,Mohenjo-daro,M072 M342 M176 M342,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.618,True,False,False,4,rhinoceros
M-0563,Mohenjo-daro,M005 M087 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.563,True,False,False,3,tiger
M-0564,Mohenjo-daro,M062 M125 M048,CLASSIFIER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.714,True,False,False,3,zebu bull
M-0565,Mohenjo-daro,M009 M178 M176 M012,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.539,True,False,False,4,unicorn
M-0566,Mohenjo-daro,M066 M342 M342 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.677,True,True,False,4,unicorn
M-0567,Mohenjo-daro,M044 M342 M267 M282 M328,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.497,True,False,False,5,gharial
M-0568,Mohenjo-daro,M048 M176 M089,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.491,False,False,False,3,unicorn
M-0569,Mohenjo-daro,M069 M293 M176 M267 M328 M307 M293,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.481,True,False,False,7,elephant
M-0570,Mohenjo-daro,M028 M148 M099 M176 M342,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.483,True,False,False,5,geometric
M-0571,Mohenjo-daro,M012 M328 M059 M328 M342,RELATIONAL_MARKER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER,0.609,False,False,True,5,gharial
M-0572,Mohenjo-daro,M050 M105 M051 M099 M267 M099 M089,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.487,True,False,False,7,geometric
M-0573,Mohenjo-daro,M029 M305,CLASSIFIER → CASE_MARKER,0.833,True,True,False,2,geometric
M-0574,Mohenjo-daro,M036 M293 M099,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.608,True,False,False,3,rhinoceros
M-0575,Mohenjo-daro,M050 M365 M391,CLASSIFIER → CORE_ENTITY → RELATIONAL_MARKER,0.548,True,False,False,3,unicorn
M-0576,Mohenjo-daro,M028 M293,CLASSIFIER → RELATIONAL_MARKER,0.605,True,False,False,2,script only
M-0577,Mohenjo-daro,M087 M293 M267 M342 M162,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.517,False,False,False,5,elephant
M-0578,Mohenjo-daro,M080 M257 M012,CLASSIFIER → UNK → RELATIONAL_MARKER,0.43,True,False,False,3,zebu bull
M-0579,Mohenjo-daro,M162 M099 M342 M176 M048,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.529,False,False,False,5,unicorn
M-0580,Mohenjo-daro,M063 M342 M149 M051,CLASSIFIER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.589,True,False,False,4,gharial
M-0581,Mohenjo-daro,M031 M268 M051,CLASSIFIER → UNK → RELATIONAL_MARKER,0.418,True,False,False,3,elephant
M-0582,Mohenjo-daro,M042 M349 M059 M089 M342 M235 M293,CLASSIFIER → UNK → HUB_AUTHORITY → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.54,True,False,True,7,zebu bull
M-0583,Mohenjo-daro,M006 M089,CLASSIFIER → RELATIONAL_MARKER,0.621,True,False,False,2,rhinoceros
M-0584,Mohenjo-daro,M032 M176 M176 M099 M342 M233 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER → RELATIONAL_MARKER,0.592,True,False,False,7,buffalo
M-0585,Mohenjo-daro,M367 M162,RELATIONAL_MARKER → RELATIONAL_MARKER,0.479,False,False,False,2,unicorn
M-0586,Mohenjo-daro,M267 M233,RELATIONAL_MARKER → WEAK_CASE_MARKER,0.637,False,True,False,2,unicorn
M-0587,Mohenjo-daro,M058 M142 M367,CLASSIFIER → UNK → RELATIONAL_MARKER,0.445,True,False,False,3,elephant
M-0588,Mohenjo-daro,M017 M328,CLASSIFIER → RELATIONAL_MARKER,0.655,True,False,False,2,unicorn
M-0589,Mohenjo-daro,M058 M267 M362 M391,CLASSIFIER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.474,True,False,False,4,rhinoceros
M-0590,Mohenjo-daro,M015 M305,CLASSIFIER → CASE_MARKER,0.861,True,True,False,2,unicorn
M-0591,Mohenjo-daro,M038 M342 M328 M272 M293 M267 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.555,True,False,False,7,zebu bull
M-0592,Mohenjo-daro,M019 M328 M267 M125,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.655,True,True,False,4,buffalo
M-0593,Mohenjo-daro,M022 M328 M267 M211 M342 M176 M176,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.587,True,False,False,7,unicorn
M-0594,Mohenjo-daro,M034 M266 M089,CLASSIFIER → UNK → RELATIONAL_MARKER,0.424,True,False,False,3,unicorn
M-0595,Mohenjo-daro,M048 M267,RELATIONAL_MARKER → RELATIONAL_MARKER,0.511,False,False,False,2,script only
M-0596,Mohenjo-daro,M023 M124 M144 M233,CLASSIFIER → UNK → UNK → WEAK_CASE_MARKER,0.376,True,True,False,4,script only
M-0597,Mohenjo-daro,M001 M162 M162 M099 M342 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.638,True,True,False,6,rhinoceros
M-0598,Mohenjo-daro,M015 M176,CLASSIFIER → RELATIONAL_MARKER,0.658,True,False,False,2,unicorn
M-0599,Mohenjo-daro,M015 M238 M328,CLASSIFIER → UNK → RELATIONAL_MARKER,0.423,True,False,False,3,zebu bull
M-0600,Mohenjo-daro,M078 M099,CLASSIFIER → RELATIONAL_MARKER,0.679,True,False,False,2,zebu bull
M-0601,Mohenjo-daro,M073 M391 M336 M248 M256 M233,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → UNK → WEAK_CASE_MARKER,0.429,True,True,False,6,zebu bull
M-0602,Mohenjo-daro,M051 M293,RELATIONAL_MARKER → RELATIONAL_MARKER,0.479,False,False,False,2,rhinoceros
M-0603,Mohenjo-daro,M049 M121 M099 M211 M342 M367,CLASSIFIER → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.479,True,False,False,6,elephant
M-0604,Mohenjo-daro,M003 M328 M267 M065,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.587,True,False,False,4,elephant
M-0605,Mohenjo-daro,M328 M250 M367,RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.323,False,False,False,3,zebu bull
M-0606,Mohenjo-daro,M046 M051 M342 M176 M391 M336,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.544,True,False,False,6,zebu bull
RGR-0001,Rakhigarhi,M001 M059 M401 M255 M328 M051 M222 M012,CLASSIFIER → HUB_AUTHORITY → FLEXIBLE_AGENT → UNK → RELATIONAL_MARKER → RELATIONAL_MARKER → CORE_ENTITY → RELATIONAL_MARKER,0.501,True,False,True,8,unicorn
RGR-0002,Rakhigarhi,M051 M342 M065,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.509,False,False,False,3,buffalo
RGR-0003,Rakhigarhi,M029 M386 M328 M211,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.545,True,False,False,4,script only
RGR-0004,Rakhigarhi,M001 M059 M367,CLASSIFIER → HUB_AUTHORITY → RELATIONAL_MARKER,0.745,True,False,True,3,unicorn
RGR-0005,Rakhigarhi,M036 M099 M051 M367,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.568,True,False,False,4,unicorn
RGR-0006,Rakhigarhi,M032 M102 M342 M342,CLASSIFIER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.59,True,False,False,4,script only
RGR-0007,Rakhigarhi,M011 M342 M211,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.625,True,False,False,3,tiger
RGR-0008,Rakhigarhi,M029 M048 M342 M353 M267,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → UNK → RELATIONAL_MARKER,0.468,True,False,False,5,zebu bull
RGR-0009,Rakhigarhi,M059 M367 M223 M391 M089,HUB_AUTHORITY → RELATIONAL_MARKER → FLEXIBLE_AGENT → RELATIONAL_MARKER → RELATIONAL_MARKER,0.578,False,False,True,5,unicorn
RGR-0010,Rakhigarhi,M099 M342 M267 M328,RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER,0.552,False,False,False,4,zebu bull
RGR-0011,Rakhigarhi,M087 M342 M125,RELATIONAL_MARKER → RELATIONAL_MARKER → WEAK_CASE_MARKER,0.591,False,True,False,3,buffalo
RGR-0012,Rakhigarhi,M013 M305,CLASSIFIER → CASE_MARKER,0.918,True,True,False,2,gharial
RGR-0013,Rakhigarhi,M011 M220,CLASSIFIER → CASE_MARKER,0.862,True,True,False,2,elephant
RGR-0014,Rakhigarhi,M328 M270 M345 M065,RELATIONAL_MARKER → FLEXIBLE_AGENT → CORE_ENTITY → RELATIONAL_MARKER,0.448,False,False,False,4,unicorn
RGR-0015,Rakhigarhi,M018 M176 M099 M065 M305,CLASSIFIER → RELATIONAL_MARKER → RELATIONAL_MARKER → RELATIONAL_MARKER → CASE_MARKER,0.665,True,True,False,5,zebu bull
RGR-0016,Rakhigarhi,M064 M194 M357 M254 M162,CLASSIFIER → UNK → FLEXIBLE_AGENT → FLEXIBLE_AGENT → RELATIONAL_MARKER,0.426,True,False,False,5,gharial
RGR-0017,Rakhigarhi,M029 M089 M059 M367,CLASSIFIER → RELATIONAL_MARKER → HUB_AUTHORITY → RELATIONAL_MARKER,0.665,True,False,True,4,tiger
